582;24;351;871;16;95;664;630;857;797;451;124;723;26;609;148;303;127;102;651;447;147;810;908;968;529;11;512;747;20;299;561;215;604;450;479;738;153;550;388;945;86;11;453;48;877;524;273;900;363;504;506;838;712;104;674;906;965;386;520
230;884;971;763;187;802;237;891;447;483;914;192;932;870;387;131;35;79;175;372;235;772;187;332;659;161;710;786;255;855;991;253;399;485;137;321;559;303;567;663;796;681;373;784;786;618;405;54;38;166;239;47;144;915;576;121;261;518;322;284
504;42;745;744;749;189;830;35;860;852;165;884;84;247;923;232;804;776;587;81;415;43;1000;215;26;909;265;842;798;876;832;126;666;633;630;627;434;185;677;873;454;263;421;164;738;963;790;553;458;277;355;974;706;442;35;78;922;964;443;698
278;17;551;743;334;609;333;112;708;459;338;410;827;756;948;359;214;633;854;868;561;397;409;761;387;375;362;989;604;968;74;637;723;617;852;249;425;20;882;620;223;851;149;223;949;15;147;844;483;483;801;207;890;932;360;196;601;303;221;12
431;985;421;662;648;633;957;418;173;186;779;969;144;140;992;15;445;292;449;186;66;936;738;948;656;102;446;268;61;742;324;738;400;760;645;954;483;221;239;677;709;68;612;76;77;939;217;60;686;430;611;44;908;253;608;518;568;480;56;250
551;459;869;329;47;763;636;250;49;285;107;657;210;866;644;317;282;360;156;127;513;763;929;635;889;516;715;765;400;188;925;832;910;621;491;204;271;744;862;254;382;259;554;165;147;668;509;256;587;444;146;810;380;697;403;34;224;16;415;377
21;661;291;234;137;930;75;179;114;520;866;736;150;851;647;131;272;763;913;633;735;997;511;921;495;467;402;305;903;143;781;980;804;303;783;666;540;232;966;123;495;590;307;927;518;656;979;46;895;205;990;466;588;121;808;111;660;338;910;233
817;728;820;775;638;112;820;563;92;537;116;194;129;391;94;317;233;139;386;560;747;267;878;133;614;812;208;132;173;922;756;246;813;961;155;548;895;177;954;174;671;355;729;228;193;146;147;630;833;217;90;850;11;772;619;105;737;59;501;617
29;923;290;693;400;661;30;635;422;624;832;985;591;40;603;486;743;95;979;328;717;320;444;608;832;460;319;455;193;504;271;979;18;496;757;682;450;217;167;334;712;426;360;892;692;805;704;815;826;726;886;272;936;35;446;888;913;496;608;723
114;829;185;586;817;374;503;367;493;494;378;251;66;896;289;108;584;414;935;968;644;330;122;458;900;698;111;131;236;132;231;78;412;240;539;831;541;443;729;867;467;94;690;182;589;533;525;336;506;409;963;572;182;430;806;252;129;641;417;407
853;327;664;414;335;162;465;594;559;392;738;703;293;503;684;479;349;750;824;712;829;343;648;144;402;931;962;31;912;632;312;901;909;296;674;998;771;921;801;639;140;272;132;173;186;693;470;263;925;58;34;439;414;61;888;585;24;209;621;455
400;528;261;550;115;27;975;705;898;774;519;673;932;438;456;812;881;924;277;407;105;514;474;816;872;17;210;862;470;200;354;125;227;998;921;133;394;175;628;435;979;584;947;861;994;59;148;848;617;311;691;346;360;202;17;296;740;304;482;875
347;390;775;130;765;583;813;219;795;739;825;117;885;494;383;219;456;665;696;492;581;308;441;299;938;917;835;563;68;429;573;272;146;781;146;137;848;982;812;645;734;756;775;534;754;808;337;215;537;224;172;232;698;721;498;626;875;74;611;549
415;829;381;933;43;407;565;254;323;228;950;900;338;174;363;681;350;801;908;975;744;261;617;49;394;568;504;297;750;599;718;851;43;408;226;893;384;351;729;641;461;10;662;39;541;104;572;961;871;23;893;663;511;351;908;893;627;146;507;314
340;97;540;561;59;242;706;31;151;308;557;236;543;799;422;473;421;586;831;907;251;91;98;725;513;490;208;328;208;228;27;386;968;601;69;739;788;433;618;777;332;54;364;963;362;429;948;738;713;279;120;892;867;323;350;728;196;85;147;872
798;756;345;190;973;362;581;225;87;519;415;544;910;197;38;987;601;651;302;377;501;326;140;823;598;737;182;250;124;558;689;631;861;614;790;278;493;814;384;640;34;974;990;445;866;607;720;445;591;862;70;570;764;816;324;479;704;922;502;958
479;794;728;897;482;201;253;44;731;478;265;756;937;920;950;584;816;737;695;690;212;399;923;883;690;697;443;72;386;789;224;576;979;297;397;336;639;243;903;357;472;623;597;395;375;998;55;404;361;861;777;156;351;378;963;50;324;277;57;622
915;243;612;589;69;408;208;738;346;36;513;779;889;566;685;705;829;810;775;854;335;748;963;482;973;269;131;533;504;732;538;113;635;718;256;361;688;20;368;398;625;834;640;128;858;307;663;600;304;53;963;434;633;695;466;993;262;274;371;633
275;452;766;273;746;883;902;911;275;682;927;290;891;210;886;847;122;515;96;295;517;600;493;72;729;600;292;55;92;47;713;657;177;612;796;117;649;716;529;271;28;820;936;841;720;229;690;743;493;383;765;581;582;375;993;914;204;160;909;956
235;255;431;225;467;599;538;222;272;831;773;933;535;85;361;933;512;560;973;139;114;940;725;593;23;223;767;91;631;501;24;281;59;352;848;792;33;721;283;22;119;924;866;617;635;420;903;898;61;116;754;766;297;276;940;135;519;336;490;341
920;974;293;680;944;78;353;726;316;838;641;31;792;287;637;818;490;512;393;839;343;696;567;699;491;521;831;603;890;343;832;232;598;655;72;797;830;826;761;918;582;597;756;217;937;418;668;782;930;365;921;928;155;405;786;750;606;45;658;714
694;766;25;737;154;852;333;822;880;559;38;601;616;818;969;863;593;95;827;568;707;308;334;268;985;705;379;918;995;498;576;948;79;144;92;341;216;595;38;394;772;538;582;382;197;554;396;601;797;12;287;964;136;524;880;565;124;411;311;681
254;432;569;517;321;211;79;168;359;482;614;799;818;921;621;465;797;812;976;228;904;777;513;688;629;736;651;130;646;738;774;822;83;638;85;25;176;548;824;929;613;756;930;503;742;520;28;104;939;23;975;259;486;106;156;350;297;916;432;770
683;741;888;376;83;798;536;259;341;639;659;23;431;195;316;611;517;601;536;722;91;461;72;696;970;584;183;731;785;615;513;279;656;606;496;492;741;568;148;112;167;968;267;938;956;384;908;868;786;308;952;470;829;196;499;664;243;820;511;167
992;553;94;812;701;799;975;570;67;911;271;92;124;346;250;286;494;471;236;867;785;637;399;569;152;685;986;451;267;607;579;234;370;190;796;767;30;596;198;38;307;460;985;474;65;727;719;898;304;458;119;930;803;963;36;989;236;332;101;928
520;221;111;84;276;670;53;156;940;234;878;691;630;214;404;407;448;622;883;43;633;759;774;436;139;718;474;216;146;245;554;846;412;541;932;863;105;267;100;724;140;434;407;397;170;79;650;169;631;906;1000;978;733;420;388;947;682;150;253;674
666;760;589;550;438;864;572;38;706;847;364;104;785;544;434;16;734;246;223;602;673;871;141;375;892;198;22;844;801;883;777;414;605;205;21;67;954;47;524;547;50;212;587;844;26;66;702;40;642;891;159;853;716;588;889;193;458;713;112;163
860;917;375;51;995;149;300;339;47;587;598;393;239;570;631;15;85;27;858;907;764;797;536;739;283;100;988;136;678;67;894;466;70;869;958;809;477;55;478;913;412;632;27;39;356;732;868;786;666;90;356;298;372;191;310;146;465;411;909;87
772;685;31;789;668;143;794;132;679;402;284;194;628;380;153;25;64;406;266;187;37;169;61;727;233;864;667;651;938;339;866;466;564;864;350;602;158;920;55;570;335;679;45;458;761;903;661;267;405;929;191;251;444;278;110;505;803;407;608;166
141;433;431;170;76;113;35;809;173;407;104;419;860;871;154;509;91;517;586;732;302;309;264;378;522;41;853;255;240;169;815;181;965;833;67;958;167;372;534;208;199;14;506;789;29;946;291;562;464;935;678;361;620;309;557;484;250;580;231;293
263;874;174;319;415;659;147;724;162;794;853;412;851;274;349;865;616;757;677;376;972;326;596;381;456;360;77;25;728;200;578;214;629;572;581;303;747;524;140;848;818;777;674;492;101;734;904;446;166;632;15;198;822;96;149;384;972;777;329;256
487;197;980;792;968;755;435;846;933;239;830;271;195;24;629;508;961;662;924;309;928;997;804;643;533;990;239;42;105;15;913;66;760;520;557;988;327;588;582;716;340;737;655;389;207;522;300;749;510;764;477;407;704;610;155;565;231;874;135;792
345;845;851;92;253;787;583;122;391;583;853;185;339;456;674;452;793;989;549;986;194;252;875;842;416;41;174;117;699;231;999;31;334;65;501;813;489;313;579;549;903;542;133;179;54;757;348;439;923;507;167;846;87;656;29;729;676;742;480;335
811;696;192;846;371;814;473;600;928;528;57;710;701;515;912;50;822;978;605;631;457;117;693;269;630;131;112;575;614;496;163;595;313;827;687;871;783;788;116;261;361;791;133;162;86;348;120;500;120;207;265;639;373;514;429;960;259;231;453;643
909;51;849;111;958;245;17;866;755;442;195;999;662;545;686;928;588;964;969;304;662;251;451;511;408;253;558;41;519;74;533;209;842;346;729;986;648;292;57;278;324;826;901;257;709;658;309;881;619;333;272;385;304;341;446;642;760;13;125;734
843;666;654;945;859;518;16;659;351;975;28;806;936;85;320;565;603;574;30;538;41;777;695;311;699;189;828;683;45;86;575;386;274;749;52;20;695;384;550;554;699;710;119;980;227;825;191;665;42;760;594;922;338;785;912;624;618;887;88;470
707;427;23;437;933;326;604;45;674;152;519;314;402;289;686;381;31;883;983;243;494;423;617;674;612;384;477;447;283;657;825;252;281;276;165;871;647;336;362;188;452;152;862;418;858;600;53;936;648;944;493;984;614;438;28;722;724;288;584;440
50;984;558;475;286;138;739;680;953;113;974;875;659;908;151;602;32;194;280;255;768;981;655;850;113;465;129;882;406;327;698;997;101;57;504;511;360;938;571;795;817;897;79;985;668;483;799;137;879;882;925;369;854;946;696;906;337;454;508;404
590;864;423;989;161;670;996;268;570;381;542;648;442;152;94;754;36;984;853;424;560;581;435;918;827;345;164;853;524;136;898;718;155;838;310;930;921;773;612;837;513;628;141;842;26;82;687;56;62;184;850;565;114;719;105;280;862;970;414;182
275;151;811;492;645;917;528;276;465;472;329;392;732;543;298;220;274;56;983;347;598;41;21;897;858;516;179;711;41;513;585;323;386;339;740;930;661;754;462;143;13;88;266;931;476;214;823;197;912;944;983;276;212;781;686;661;463;376;919;50
652;301;136;574;433;121;93;658;785;525;128;337;115;426;396;806;825;598;664;171;600;777;500;996;774;490;361;16;618;902;992;834;828;399;559;798;42;296;154;653;769;858;379;28;641;621;212;617;892;797;974;12;185;584;482;101;255;645;102;650
226;219;894;784;480;344;100;566;537;494;548;969;872;957;884;414;553;279;130;305;879;392;343;608;664;141;30;524;754;47;762;287;994;437;82;524;709;28;638;339;969;576;40;308;803;987;135;787;576;33;875;206;696;236;612;43;430;102;453;545
867;324;63;983;276;475;785;701;51;515;64;286;236;447;643;811;123;19;170;893;348;450;84;150;893;25;644;681;719;872;982;751;430;738;932;383;533;152;865;10;640;194;208;363;953;271;255;92;865;918;882;249;966;414;754;232;254;342;90;800
66;372;654;771;186;978;253;188;307;541;75;882;627;624;110;201;427;608;69;20;74;530;313;332;109;274;515;621;449;334;337;77;679;335;523;699;469;526;223;137;561;364;790;350;261;236;995;244;540;815;79;421;565;43;149;569;965;390;962;369
698;277;26;252;253;945;663;327;919;593;436;674;529;899;652;394;140;31;130;973;745;879;401;557;680;584;810;149;910;511;948;476;802;440;441;778;141;855;283;641;813;495;856;52;146;675;81;99;657;271;167;349;975;679;399;699;166;917;322;17

